season,game_date,game_pk,market,side,home_team,away_team,close_odds_timestamp,closing_snapshot_source,game_start_time_utc,clv_locked_before_game,close_line,selected_close_price,closing_total,clv_price_delta,clv_implied_probability_delta,clv_result
2026,2026-04-08,824779,OU,OVER,Boston Red Sox,Milwaukee Brewers,2026-04-08 23:55:00+00:00,HistoricalBasic,2026-04-08 23:59:00+00:00,True,7.0,-118.0,7.0,-0.5,,LOSS
2026,2026-04-09,823884,OU,OVER,Miami Marlins,Cincinnati Reds,2026-04-09 23:55:00+00:00,HistoricalBasic,2026-04-09 23:59:00+00:00,True,8.0,-115.0,8.0,0.5,,WIN
2026,2026-04-11,822830,OU,OVER,Toronto Blue Jays,Minnesota Twins,2026-04-11 23:55:00+00:00,HistoricalBasic,2026-04-11 23:59:00+00:00,True,8.0,-120.0,8.0,0.5,,WIN
2026,2026-04-11,824294,OU,OVER,Detroit Tigers,Miami Marlins,2026-04-11 23:55:00+00:00,HistoricalBasic,2026-04-11 23:59:00+00:00,True,7.0,-110.0,7.0,-0.5,,LOSS
2026,2026-04-12,823804,OU,OVER,Milwaukee Brewers,Washington Nationals,2026-04-12 23:55:00+00:00,HistoricalBasic,2026-04-12 23:59:00+00:00,True,7.5,-115.0,7.5,0.0,,PUSH
2026,2026-04-14,824210,OU,OVER,Houston Astros,Colorado Rockies,2026-04-14 23:55:00+00:00,HistoricalBasic,2026-04-14 23:59:00+00:00,True,8.5,-120.0,8.5,0.0,,PUSH
2026,2026-04-15,823803,OU,OVER,Milwaukee Brewers,Toronto Blue Jays,2026-04-15 23:55:00+00:00,HistoricalBasic,2026-04-15 23:59:00+00:00,True,7.5,-115.0,7.5,0.0,,PUSH
2026,2026-04-18,823394,OU,OVER,Pittsburgh Pirates,Tampa Bay Rays,2026-04-18 23:55:00+00:00,HistoricalBasic,2026-04-18 23:59:00+00:00,True,7.5,100.0,7.5,0.5,,WIN
2026,2026-04-19,825100,OU,OVER,Arizona Diamondbacks,Toronto Blue Jays,2026-04-19 23:55:00+00:00,HistoricalBasic,2026-04-19 23:59:00+00:00,True,8.0,-110.0,8.0,0.0,,PUSH
2026,2026-04-20,824046,OU,OVER,Los Angeles Angels,Toronto Blue Jays,2026-04-20 23:55:00+00:00,HistoricalBasic,2026-04-20 23:59:00+00:00,True,7.5,-115.0,7.5,0.0,,PUSH
2026,2026-04-22,824449,OU,OVER,Cleveland Guardians,Houston Astros,2026-04-22 23:55:00+00:00,HistoricalBasic,2026-04-22 23:59:00+00:00,True,8.0,-120.0,8.0,0.0,,PUSH
2026,2026-04-24,822827,OU,OVER,Toronto Blue Jays,Cleveland Guardians,2026-04-24 23:55:00+00:00,HistoricalBasic,2026-04-24 23:59:00+00:00,True,8.0,-118.0,8.0,0.5,,WIN
2026,2026-04-25,823960,OU,UNDER,Los Angeles Dodgers,Chicago Cubs,2026-04-25 23:55:00+00:00,HistoricalBasic,2026-04-25 23:59:00+00:00,True,9.5,-120.0,9.5,-0.0,,PUSH
2026,2026-04-27,822825,OU,OVER,Toronto Blue Jays,Boston Red Sox,2026-04-27 23:55:00+00:00,HistoricalBasic,2026-04-27 23:59:00+00:00,True,6.5,-160.0,6.5,-0.5,,LOSS
2026,2026-04-28,822823,OU,OVER,Toronto Blue Jays,Boston Red Sox,2026-04-28 23:55:00+00:00,HistoricalBasic,2026-04-28 23:59:00+00:00,True,7.5,-118.0,7.5,0.0,,PUSH
2026,2026-04-28,824447,OU,OVER,Cleveland Guardians,Tampa Bay Rays,2026-04-28 23:55:00+00:00,HistoricalBasic,2026-04-28 23:59:00+00:00,True,7.5,-118.0,7.5,0.0,,PUSH
2026,2026-04-29,825015,OU,UNDER,Athletics,Kansas City Royals,2026-04-29 23:55:00+00:00,HistoricalBasic,2026-04-29 23:59:00+00:00,True,9.5,-105.0,9.5,0.5,,WIN
2026,2026-04-29,824525,OU,UNDER,Cincinnati Reds,Colorado Rockies,2026-04-29 23:55:00+00:00,HistoricalBasic,2026-04-29 23:59:00+00:00,True,9.5,-120.0,9.5,-0.0,,PUSH
