segment,bets,wins,losses,pushes,win_rate,profit_units,roi,clv_wins,clv_losses,clv_win_rate
BET,15,8,7,0,0.5333333333333333,0.6380952380952383,0.04253968253968255,13,1,0.9285714285714286
