segment,bets,wins,losses,pushes,win_rate,profit_units,roi,clv_wins,clv_losses,clv_win_rate,side,total_bucket_group,shrunk_clv_win_rate,shrunk_roi,allowed_segment
OVER_HIGH,46,29,17,0,0.6304347826086957,8.134550244646045,0.17683804879665316,24,9,0.7272727272727273,OVER,HIGH,0.6190476190476191,0.10703355585060585,True
OVER_LOW,471,264,195,12,0.5751633986928104,31.03478489301221,0.06589126304248877,162,26,0.8617021276595744,OVER,LOW,0.8119266055045872,0.06194567842916608,True
OVER_NORMAL,166,88,70,8,0.5569620253164557,4.79900045899989,0.028909641319276445,74,19,0.7956989247311828,OVER,NORMAL,0.7235772357723578,0.024484696219387193,True
UNDER_HIGH,127,88,37,2,0.704,39.92917188490553,0.3144029282276026,57,13,0.8142857142857143,UNDER,HIGH,0.72,0.25432593557264666,True
UNDER_NORMAL,15,12,3,0,0.8,7.661543020555262,0.5107695347036841,8,0,1.0,UNDER,NORMAL,0.6052631578947368,0.17025651156789473,False
