segment,bets,wins,losses,pushes,win_rate,profit_units,roi,clv_wins,clv_losses,clv_win_rate
ALL,98,53,43,2,0.5520833333333334,2.2411960160613438,0.022869347102666773,23,13,0.6388888888888888
