season,game_date,game_pk,market,side,home_team,away_team,close_odds_timestamp,closing_snapshot_source,game_start_time_utc,clv_locked_before_game,close_price,selected_close_price,clv_price_delta,clv_implied_probability_delta,clv_result
2024,2024-03-28,745116,ML,HOME,Tampa Bay Rays,Toronto Blue Jays,2024-03-28 23:55:00+00:00,HistoricalBasic,2024-03-28 23:59:00+00:00,True,-136.0,-136.0,-6.0,0.011053795136330202,WIN
2024,2024-03-29,746412,ML,AWAY,Houston Astros,New York Yankees,2024-03-29 23:55:00+00:00,HistoricalBasic,2024-03-29 23:59:00+00:00,True,-120.0,-120.0,-226.0,0.06001765225066191,WIN
2024,2024-03-30,746087,ML,AWAY,Miami Marlins,Pittsburgh Pirates,2024-03-30 23:55:00+00:00,HistoricalBasic,2024-03-30 23:59:00+00:00,True,-108.0,-108.0,-214.0,0.03379387602688577,WIN
2024,2024-03-31,745845,ML,HOME,New York Mets,Milwaukee Brewers,2024-03-31 23:55:00+00:00,HistoricalBasic,2024-03-31 23:59:00+00:00,True,-142.0,-142.0,-16.0,0.029254735610326987,WIN
2024,2024-04-01,745437,ML,HOME,San Diego Padres,St. Louis Cardinals,2024-04-01 23:55:00+00:00,HistoricalBasic,2024-04-01 23:59:00+00:00,True,-122.0,-122.0,-224.0,0.05450004459905455,WIN
2024,2024-04-01,745109,ML,HOME,Tampa Bay Rays,Texas Rangers,2024-04-01 23:55:00+00:00,HistoricalBasic,2024-04-01 23:59:00+00:00,True,-126.0,-126.0,-10.0,0.020485086856768198,WIN
2024,2024-04-02,746009,ML,HOME,Milwaukee Brewers,Minnesota Twins,2024-04-02 23:55:00+00:00,HistoricalBasic,2024-04-02 23:59:00+00:00,True,-132.0,-132.0,-26.0,0.05440241044526284,WIN
2024,2024-04-02,745111,ML,HOME,Tampa Bay Rays,Texas Rangers,2024-04-02 23:55:00+00:00,HistoricalBasic,2024-04-02 23:59:00+00:00,True,-156.0,-156.0,-8.0,0.012600806451612878,WIN
2024,2024-04-04,745844,ML,HOME,New York Mets,Detroit Tigers,2024-04-04 23:55:00+00:00,HistoricalBasic,2024-04-04 23:59:00+00:00,True,-120.0,-120.0,-225.0,0.05764966740576494,WIN
2024,2024-04-06,746006,ML,HOME,Milwaukee Brewers,Seattle Mariners,2024-04-06 23:55:00+00:00,HistoricalBasic,2024-04-06 23:59:00+00:00,True,-118.0,-118.0,-12.0,0.026721296873608247,WIN
2024,2024-04-07,745032,ML,HOME,Texas Rangers,Houston Astros,2024-04-07 23:55:00+00:00,HistoricalBasic,2024-04-07 23:59:00+00:00,True,-108.0,-108.0,-6.0,0.014280274181264319,WIN
2024,2024-04-08,745034,ML,HOME,Texas Rangers,Houston Astros,2024-04-08 23:55:00+00:00,HistoricalBasic,2024-04-08 23:59:00+00:00,True,-132.0,-132.0,-242.0,0.09277504105090317,WIN
