season,game_date,game_pk,market,side,home_team,away_team,bet_odds_timestamp,bet_snapshot_source,bet_line,selected_open_price,opening_total
2025,2025-05-18,777872,OU,OVER,Chicago Cubs,Chicago White Sox,2025-05-18 12:00:00+00:00,HistoricalBasic,7.5,-130.0,7.5
2025,2025-05-27,777755,OU,OVER,Detroit Tigers,San Francisco Giants,2025-05-27 12:00:00+00:00,HistoricalBasic,7.0,-110.0,7.0
2025,2025-05-27,777742,OU,OVER,San Diego Padres,Miami Marlins,2025-05-27 12:00:00+00:00,HistoricalBasic,7.5,-120.0,7.5
2025,2025-05-29,777727,OU,OVER,Toronto Blue Jays,Athletics,2025-05-29 12:00:00+00:00,HistoricalBasic,8.5,-120.0,8.5
2025,2025-05-29,777722,OU,OVER,Seattle Mariners,Washington Nationals,2025-05-29 12:00:00+00:00,HistoricalBasic,7.5,-115.0,7.5
2025,2025-06-01,777690,OU,OVER,Houston Astros,Tampa Bay Rays,2025-06-01 12:00:00+00:00,HistoricalBasic,7.5,-115.0,7.5
2025,2025-06-04,777641,OU,OVER,San Francisco Giants,San Diego Padres,2025-06-04 12:00:00+00:00,HistoricalBasic,7.0,-120.0,7.0
2025,2025-06-07,777608,OU,OVER,Cleveland Guardians,Houston Astros,2025-06-07 12:00:00+00:00,HistoricalBasic,7.0,-120.0,7.0
2025,2025-06-07,777598,OU,OVER,San Francisco Giants,Atlanta Braves,2025-06-07 12:00:00+00:00,HistoricalBasic,7.0,-120.0,7.0
2025,2025-06-10,777563,OU,UNDER,Colorado Rockies,San Francisco Giants,2025-06-10 12:00:00+00:00,HistoricalBasic,11.5,-115.0,11.5
2025,2025-06-15,777495,OU,OVER,Seattle Mariners,Cleveland Guardians,2025-06-15 12:00:00+00:00,HistoricalBasic,7.5,-120.0,7.5
2025,2025-06-15,777497,OU,OVER,Chicago Cubs,Pittsburgh Pirates,2025-06-15 12:00:00+00:00,HistoricalBasic,7.5,-115.0,7.5
2025,2025-06-17,777472,OU,OVER,San Francisco Giants,Cleveland Guardians,2025-06-17 12:00:00+00:00,HistoricalBasic,7.0,-125.0,7.0
2025,2025-06-19,777464,OU,OVER,Detroit Tigers,Pittsburgh Pirates,2025-06-19 12:00:00+00:00,HistoricalBasic,7.0,-110.0,7.0
2025,2025-06-19,777451,OU,OVER,Detroit Tigers,Pittsburgh Pirates,2025-06-19 12:00:00+00:00,HistoricalBasic,7.0,-110.0,7.0
2025,2025-06-20,777436,OU,UNDER,Chicago Cubs,Seattle Mariners,2025-06-20 12:00:00+00:00,HistoricalBasic,9.5,-115.0,9.5
2025,2025-06-21,777410,OU,UNDER,Colorado Rockies,Arizona Diamondbacks,2025-06-21 12:00:00+00:00,HistoricalBasic,12.0,-110.0,12.0
2025,2025-06-22,777407,OU,UNDER,St. Louis Cardinals,Cincinnati Reds,2025-06-22 12:00:00+00:00,HistoricalBasic,9.5,-120.0,9.5
2025,2025-06-24,777380,OU,UNDER,Baltimore Orioles,Texas Rangers,2025-06-24 12:00:00+00:00,HistoricalBasic,10.0,-110.0,10.0
2025,2025-06-26,777347,OU,OVER,San Francisco Giants,Miami Marlins,2025-06-26 12:00:00+00:00,HistoricalBasic,7.5,-125.0,7.5
2025,2025-06-26,777350,OU,OVER,Houston Astros,Philadelphia Phillies,2025-06-26 12:00:00+00:00,HistoricalBasic,7.0,-120.0,7.0
2025,2025-06-27,777332,OU,OVER,Arizona Diamondbacks,Miami Marlins,2025-06-27 12:00:00+00:00,HistoricalBasic,8.5,-120.0,8.5
2025,2025-07-01,777293,OU,OVER,Miami Marlins,Minnesota Twins,2025-07-01 12:00:00+00:00,HistoricalBasic,7.5,-115.0,7.5
2025,2025-07-01,777288,OU,OVER,Pittsburgh Pirates,St. Louis Cardinals,2025-07-01 12:00:00+00:00,HistoricalBasic,7.0,-115.0,7.0
2025,2025-07-02,777270,OU,OVER,Arizona Diamondbacks,San Francisco Giants,2025-07-02 12:00:00+00:00,HistoricalBasic,8.5,-115.0,8.5
2025,2025-07-03,777260,OU,OVER,Toronto Blue Jays,New York Yankees,2025-07-03 12:00:00+00:00,HistoricalBasic,8.5,-120.0,8.5
2025,2025-07-04,777246,OU,UNDER,Chicago Cubs,St. Louis Cardinals,2025-07-04 12:00:00+00:00,HistoricalBasic,10.0,-125.0,10.0
2025,2025-07-06,777210,OU,UNDER,Athletics,San Francisco Giants,2025-07-06 12:00:00+00:00,HistoricalBasic,10.5,-115.0,10.5
2025,2025-07-06,777219,OU,OVER,Chicago Cubs,St. Louis Cardinals,2025-07-06 12:00:00+00:00,HistoricalBasic,7.5,-115.0,7.5
2025,2025-07-07,777202,OU,OVER,Houston Astros,Cleveland Guardians,2025-07-07 12:00:00+00:00,HistoricalBasic,7.0,-115.0,7.0
2025,2025-07-08,777189,OU,UNDER,Athletics,Atlanta Braves,2025-07-08 12:00:00+00:00,HistoricalBasic,10.5,-115.0,10.5
2025,2025-07-09,777163,OU,OVER,San Francisco Giants,Philadelphia Phillies,2025-07-09 12:00:00+00:00,HistoricalBasic,7.5,-120.0,7.5
2025,2025-07-11,777152,OU,UNDER,Athletics,Toronto Blue Jays,2025-07-11 12:00:00+00:00,HistoricalBasic,10.5,-110.0,10.5
2025,2025-07-13,777125,OU,OVER,Houston Astros,Texas Rangers,2025-07-13 12:00:00+00:00,HistoricalBasic,7.0,-115.0,7.0
2025,2025-07-21,777053,OU,UNDER,Colorado Rockies,St. Louis Cardinals,2025-07-21 12:00:00+00:00,HistoricalBasic,12.0,-120.0,12.0
2025,2025-07-22,777043,OU,OVER,Texas Rangers,Athletics,2025-07-22 12:00:00+00:00,HistoricalBasic,7.5,-115.0,7.5
2025,2025-07-26,776991,OU,OVER,Houston Astros,Athletics,2025-07-26 12:00:00+00:00,HistoricalBasic,7.5,-115.0,7.5
2025,2025-07-30,776937,OU,OVER,Houston Astros,Washington Nationals,2025-07-30 12:00:00+00:00,HistoricalBasic,7.5,-122.0,7.5
2025,2025-07-30,776933,OU,OVER,San Francisco Giants,Pittsburgh Pirates,2025-07-30 12:00:00+00:00,HistoricalBasic,7.0,-120.0,7.0
2025,2025-08-01,776925,OU,OVER,Miami Marlins,New York Yankees,2025-08-01 12:00:00+00:00,HistoricalBasic,7.5,-122.0,7.5
2025,2025-08-02,776905,OU,OVER,Cleveland Guardians,Minnesota Twins,2025-08-02 12:00:00+00:00,HistoricalBasic,7.5,-115.0,7.5
2025,2025-08-03,776881,OU,UNDER,Athletics,Arizona Diamondbacks,2025-08-03 12:00:00+00:00,HistoricalBasic,10.5,-122.0,10.5
2025,2025-08-03,776885,OU,UNDER,Los Angeles Angels,Chicago White Sox,2025-08-03 12:00:00+00:00,HistoricalBasic,10.0,-115.0,10.0
2025,2025-08-05,776869,OU,OVER,Atlanta Braves,Milwaukee Brewers,2025-08-05 12:00:00+00:00,HistoricalBasic,8.0,-118.0,8.0
2025,2025-08-05,776866,OU,OVER,Pittsburgh Pirates,San Francisco Giants,2025-08-05 12:00:00+00:00,HistoricalBasic,7.5,-122.0,7.5
2025,2025-08-06,776859,OU,OVER,Detroit Tigers,Minnesota Twins,2025-08-06 12:00:00+00:00,HistoricalBasic,7.5,-110.0,7.5
2025,2025-08-08,776834,OU,OVER,Atlanta Braves,Miami Marlins,2025-08-08 12:00:00+00:00,HistoricalBasic,8.0,-115.0,8.0
2025,2025-08-10,776794,OU,OVER,Arizona Diamondbacks,Colorado Rockies,2025-08-10 12:00:00+00:00,HistoricalBasic,9.0,-122.0,9.0
2025,2025-08-10,776800,OU,OVER,Texas Rangers,Philadelphia Phillies,2025-08-10 12:00:00+00:00,HistoricalBasic,7.5,-120.0,7.5
2025,2025-08-12,776771,OU,OVER,Milwaukee Brewers,Pittsburgh Pirates,2025-08-12 12:00:00+00:00,HistoricalBasic,6.5,-120.0,6.5
2025,2025-08-12,776769,OU,OVER,Houston Astros,Boston Red Sox,2025-08-12 12:00:00+00:00,HistoricalBasic,8.0,-122.0,8.0
2025,2025-08-13,776766,OU,OVER,Cleveland Guardians,Miami Marlins,2025-08-13 12:00:00+00:00,HistoricalBasic,7.5,-122.0,7.5
2025,2025-08-13,776753,OU,OVER,Houston Astros,Boston Red Sox,2025-08-13 12:00:00+00:00,HistoricalBasic,7.5,-122.0,7.5
2025,2025-08-15,776735,OU,OVER,Toronto Blue Jays,Texas Rangers,2025-08-15 12:00:00+00:00,HistoricalBasic,7.5,-112.0,7.5
2025,2025-08-16,776711,OU,OVER,San Francisco Giants,Tampa Bay Rays,2025-08-16 12:00:00+00:00,HistoricalBasic,7.5,-122.0,7.5
2025,2025-08-16,776718,OU,UNDER,Athletics,Los Angeles Angels,2025-08-16 12:00:00+00:00,HistoricalBasic,11.0,-115.0,11.0
2025,2025-08-18,776694,OU,OVER,Pittsburgh Pirates,Toronto Blue Jays,2025-08-18 12:00:00+00:00,HistoricalBasic,7.0,-115.0,7.0
2025,2025-08-19,776691,OU,OVER,Chicago Cubs,Milwaukee Brewers,2025-08-19 12:00:00+00:00,HistoricalBasic,7.0,-110.0,7.0
2025,2025-08-26,776573,OU,UNDER,Athletics,Detroit Tigers,2025-08-26 12:00:00+00:00,HistoricalBasic,11.0,-115.0,11.0
2025,2025-08-26,776584,OU,OVER,Cleveland Guardians,Tampa Bay Rays,2025-08-26 12:00:00+00:00,HistoricalBasic,7.5,-125.0,7.5
2025,2025-08-27,776559,OU,UNDER,Athletics,Detroit Tigers,2025-08-27 12:00:00+00:00,HistoricalBasic,10.5,-110.0,10.5
2025,2025-08-27,776563,OU,UNDER,Texas Rangers,Los Angeles Angels,2025-08-27 12:00:00+00:00,HistoricalBasic,9.5,-110.0,9.5
2025,2025-08-29,776547,OU,OVER,Cleveland Guardians,Seattle Mariners,2025-08-29 12:00:00+00:00,HistoricalBasic,7.5,-115.0,7.5
2025,2025-08-30,776537,OU,OVER,Cleveland Guardians,Seattle Mariners,2025-08-30 12:00:00+00:00,HistoricalBasic,7.5,-115.0,7.5
2025,2025-09-01,776506,OU,OVER,Chicago Cubs,Atlanta Braves,2025-09-01 12:00:00+00:00,HistoricalBasic,7.5,-130.0,7.5
2025,2025-09-01,776494,OU,OVER,San Diego Padres,Baltimore Orioles,2025-09-01 12:00:00+00:00,HistoricalBasic,7.5,-115.0,7.5
2025,2025-09-04,776461,OU,OVER,Pittsburgh Pirates,Los Angeles Dodgers,2025-09-04 12:00:00+00:00,HistoricalBasic,7.0,-120.0,7.0
2025,2025-09-05,776445,OU,OVER,St. Louis Cardinals,San Francisco Giants,2025-09-05 12:00:00+00:00,HistoricalBasic,7.5,-140.0,7.5
2025,2025-09-05,776455,OU,UNDER,Chicago Cubs,Washington Nationals,2025-09-05 12:00:00+00:00,HistoricalBasic,9.5,105.0,9.5
2025,2025-09-06,776432,OU,OVER,Texas Rangers,Houston Astros,2025-09-06 12:00:00+00:00,HistoricalBasic,6.5,-120.0,6.5
2025,2025-09-06,776440,OU,UNDER,Chicago Cubs,Washington Nationals,2025-09-06 12:00:00+00:00,HistoricalBasic,9.5,-120.0,9.5
2025,2025-09-08,776407,OU,OVER,San Diego Padres,Cincinnati Reds,2025-09-08 12:00:00+00:00,HistoricalBasic,7.5,-110.0,7.5
2025,2025-09-09,776392,OU,OVER,San Diego Padres,Cincinnati Reds,2025-09-09 12:00:00+00:00,HistoricalBasic,7.5,-125.0,7.5
2025,2025-09-09,776403,OU,OVER,Cleveland Guardians,Kansas City Royals,2025-09-09 12:00:00+00:00,HistoricalBasic,7.5,-115.0,7.5
2025,2025-09-12,776366,OU,OVER,Miami Marlins,Detroit Tigers,2025-09-12 12:00:00+00:00,HistoricalBasic,6.5,-140.0,6.5
2025,2025-09-12,776361,OU,OVER,Cleveland Guardians,Chicago White Sox,2025-09-12 12:00:00+00:00,HistoricalBasic,7.5,-115.0,7.5
2025,2025-09-13,776339,OU,OVER,Milwaukee Brewers,St. Louis Cardinals,2025-09-13 12:00:00+00:00,HistoricalBasic,7.5,-120.0,7.5
2025,2025-09-15,776309,OU,OVER,Arizona Diamondbacks,San Francisco Giants,2025-09-15 12:00:00+00:00,HistoricalBasic,9.0,-120.0,9.0
2025,2025-09-16,777825,OU,OVER,Washington Nationals,Atlanta Braves,2025-09-16 12:00:00+00:00,HistoricalBasic,7.0,-110.0,7.0
2025,2025-09-22,776221,OU,OVER,Atlanta Braves,Washington Nationals,2025-09-22 12:00:00+00:00,HistoricalBasic,7.0,-110.0,7.0
2025,2025-09-23,776207,OU,OVER,Los Angeles Angels,Kansas City Royals,2025-09-23 12:00:00+00:00,HistoricalBasic,8.5,-120.0,8.5
2025,2025-09-24,776192,OU,OVER,Texas Rangers,Minnesota Twins,2025-09-24 12:00:00+00:00,HistoricalBasic,7.5,-120.0,7.5
2025,2025-09-24,776202,OU,OVER,Cincinnati Reds,Pittsburgh Pirates,2025-09-24 12:00:00+00:00,HistoricalBasic,7.0,-115.0,7.0
2025,2025-09-25,776179,OU,OVER,Seattle Mariners,Colorado Rockies,2025-09-25 12:00:00+00:00,HistoricalBasic,8.0,-110.0,8.0
2025,2025-09-28,776137,OU,OVER,San Francisco Giants,Colorado Rockies,2025-09-28 12:00:00+00:00,HistoricalBasic,7.5,-115.0,7.5
