market,model_group,model,rows,scored_rows,target,brier,log_loss,accuracy_at_50,auc
ML,HOME_DOG,clv,845,845,target_clv_win,0.10903912168163557,0.3370132985040238,0.8449704142011835,0.9274633758140265
ML,HOME_FAVORITE,clv,1585,1585,target_clv_win,0.1002823602065798,0.3219805106038037,0.8662460567823344,0.9406505400235716
ML,ROAD_DOG,clv,1478,1478,target_clv_win,0.10978881990168347,0.34238409686156984,0.8382949932341002,0.9172174824563959
ML,ROAD_FAVORITE,clv,952,952,target_clv_win,0.08568991065612443,0.2856422707189855,0.9002100840336135,0.9514862196606947
ML,HOME_DOG,game,845,845,target_game_win,0.2500361894398124,0.693363046312202,0.5431952662721894,0.5463128134361012
ML,HOME_FAVORITE,game,1585,1585,target_game_win,0.24572236039557904,0.6844056830088654,0.5318611987381704,0.5727936576210213
ML,ROAD_DOG,game,1478,1478,target_game_win,0.24737378157957926,0.6877508234423525,0.5365358592692828,0.5670376686600355
ML,ROAD_FAVORITE,game,952,952,target_game_win,0.24948896945434673,0.6922265372873899,0.5441176470588235,0.5478231680115898
