season,game_date,game_pk,market,side,home_team,away_team,close_odds_timestamp,closing_snapshot_source,game_start_time_utc,clv_locked_before_game,close_price,selected_close_price,clv_price_delta,clv_implied_probability_delta,clv_result
2025,2025-08-20,776666,ML,HOME,Kansas City Royals,Texas Rangers,2025-08-20 23:55:00+00:00,HistoricalBasic,2025-08-20 23:59:00+00:00,True,-142.0,-142.0,-252.0,0.11058638331365611,WIN
2025,2025-08-21,776653,ML,AWAY,Minnesota Twins,Athletics,2025-08-21 23:55:00+00:00,HistoricalBasic,2025-08-21 23:59:00+00:00,True,-116.0,-116.0,-14.0,0.032086541987532136,WIN
2025,2025-08-24,776608,ML,HOME,Milwaukee Brewers,San Francisco Giants,2025-08-24 23:55:00+00:00,HistoricalBasic,2025-08-24 23:59:00+00:00,True,-140.0,-140.0,-245.0,0.0955284552845529,WIN
2025,2025-08-25,776598,ML,AWAY,New York Mets,Philadelphia Phillies,2025-08-25 23:55:00+00:00,HistoricalBasic,2025-08-25 23:59:00+00:00,True,-130.0,-130.0,-15.0,0.030333670374115274,WIN
2025,2025-08-26,776585,ML,HOME,New York Mets,Philadelphia Phillies,2025-08-26 23:55:00+00:00,HistoricalBasic,2025-08-26 23:59:00+00:00,True,-110.0,-110.0,-5.0,0.011614401858304313,WIN
2025,2025-08-31,776515,ML,AWAY,Toronto Blue Jays,Milwaukee Brewers,2025-08-31 23:55:00+00:00,HistoricalBasic,2025-08-31 23:59:00+00:00,True,-115.0,-115.0,-215.0,0.03488372093023251,WIN
2025,2025-09-07,776428,ML,AWAY,Atlanta Braves,Seattle Mariners,2025-09-07 23:55:00+00:00,HistoricalBasic,2025-09-07 23:59:00+00:00,True,-123.0,-123.0,-21.0,0.04661901167695248,WIN
2025,2025-09-07,776418,ML,AWAY,Texas Rangers,Houston Astros,2025-09-07 23:55:00+00:00,HistoricalBasic,2025-09-07 23:59:00+00:00,True,-154.0,-154.0,-24.0,0.04108182129407745,WIN
2025,2025-09-08,776413,ML,AWAY,Cleveland Guardians,Kansas City Royals,2025-09-08 23:55:00+00:00,HistoricalBasic,2025-09-08 23:59:00+00:00,True,-110.0,-110.0,-215.0,0.03600464576074336,WIN
2025,2025-09-08,776405,ML,AWAY,Philadelphia Phillies,New York Mets,2025-09-08 23:55:00+00:00,HistoricalBasic,2025-09-08 23:59:00+00:00,True,-130.0,-130.0,-25.0,0.05302226935312826,WIN
2025,2025-09-09,776402,ML,AWAY,Atlanta Braves,Chicago Cubs,2025-09-09 23:55:00+00:00,HistoricalBasic,2025-09-09 23:59:00+00:00,True,-115.0,-115.0,-10.0,0.022688598979012986,WIN
2025,2025-09-12,776360,ML,HOME,Atlanta Braves,Houston Astros,2025-09-12 23:55:00+00:00,HistoricalBasic,2025-09-12 23:59:00+00:00,True,-135.0,-135.0,-246.0,0.1005344358172835,WIN
2025,2025-09-12,776351,ML,AWAY,Washington Nationals,Pittsburgh Pirates,2025-09-12 23:55:00+00:00,HistoricalBasic,2025-09-12 23:59:00+00:00,True,-110.0,-110.0,-2.0,0.0045787545787545625,WIN
2025,2025-09-13,776338,ML,AWAY,Chicago Cubs,Tampa Bay Rays,2025-09-13 23:55:00+00:00,HistoricalBasic,2025-09-13 23:59:00+00:00,True,-110.0,-110.0,-210.0,0.023809523809523836,WIN
2025,2025-09-13,776336,ML,AWAY,Washington Nationals,Pittsburgh Pirates,2025-09-13 23:55:00+00:00,HistoricalBasic,2025-09-13 23:59:00+00:00,True,-110.0,-110.0,-210.0,0.023809523809523836,WIN
2025,2025-09-14,776320,ML,AWAY,Washington Nationals,Pittsburgh Pirates,2025-09-14 23:55:00+00:00,HistoricalBasic,2025-09-14 23:59:00+00:00,True,-120.0,-120.0,-15.0,0.03325942350332589,WIN
2025,2025-09-17,776279,ML,AWAY,Arizona Diamondbacks,San Francisco Giants,2025-09-17 23:55:00+00:00,HistoricalBasic,2025-09-17 23:59:00+00:00,True,-110.0,-110.0,-210.0,0.023809523809523836,WIN
2025,2025-09-17,776288,ML,HOME,New York Mets,San Diego Padres,2025-09-17 23:55:00+00:00,HistoricalBasic,2025-09-17 23:59:00+00:00,True,-130.0,-130.0,-15.0,0.030333670374115274,WIN
2025,2025-09-19,776262,ML,AWAY,Houston Astros,Seattle Mariners,2025-09-19 23:55:00+00:00,HistoricalBasic,2025-09-19 23:59:00+00:00,True,-110.0,-110.0,-5.0,0.011614401858304313,WIN
2025,2025-09-20,776248,ML,AWAY,Houston Astros,Seattle Mariners,2025-09-20 23:55:00+00:00,HistoricalBasic,2025-09-20 23:59:00+00:00,True,-110.0,-110.0,-210.0,0.023809523809523836,WIN
2025,2025-09-20,776243,ML,AWAY,Minnesota Twins,Cleveland Guardians,2025-09-20 23:55:00+00:00,HistoricalBasic,2025-09-20 23:59:00+00:00,True,-115.0,-115.0,-220.0,0.04707884288145203,WIN
